4980-Balcony.jpg	4980-epp.jpg	Yes	Central downtown
4980-City.jpg	4980-City2.jpg	Yes	core city, night
4980-City.jpg	4980-City6.jpg	Yes	core city, night
4980-City5.jpg	4980-City2.jpg	Yes	core city; nighttime
4980-City5.jpg	4980-Downtown3.jpg	Yes	core city; nighttime
4980-City5.jpg	4980-City6.jpg	Yes	core city; nighttime
4980-City5.jpg	4980-City.jpg	Yes	core city; nighttime
4980-Linquistic.jpg	4980-Seamans2.jpg	Yes	engineering center
4980-Park.jpg	4980-Staples.jpg	Yes	super east side
4980-Park.jpg	4980-Forest.jpg	Yes	super east side
4980-Park.jpg	4980-River.jpg	Yes	super east side
4980-Seamans2.jpg	4980-Seamans.jpg	Yes	engineering building
4980-eng.jpg	4980-Linquistic.jpg	Yes	same location but very dark
4980-eng.jpg	4980-Seamans2.jpg	Yes	same location but very dark
4980-eng.jpg	4980-Seamans.jpg	Yes	same location but very dark
4980-law.jpg	4980-med.jpg	Yes	across bridge
4980-law.jpg	4980-Westside.jpg	Yes	across bridge
4980-Biz.jpg	4980-City4.jpg	Yes	east side of city
4980-Biz.jpg	4980-GradHotel.jpg	Yes	east side of city
4980-Biz.jpg	4980-iowabook.jpg	Yes	east side of city
4980-City2.jpg	4980-eng.jpg	Yes	very dark
4980-City2.jpg	4980-library.jpg	Yes	very dark
4980-City6.jpg	4980-GradHotel.jpg	Yes	same buidling at night
4980-Forest.jpg	4980-Bridge.jpg	Yes	walkway near water
4980-Forest.jpg	4980-Staples.jpg	Yes	walkway near water
4980-Forest.jpg	4980-MF-Outer.jpg	Yes	walkway near water
4980-Forest.jpg	4980-River.jpg	Yes	walkway near water
4980-Forest.jpg	4980-IATL.jpg	Yes	walkway near water
4980-IMU.jpg	4980-IMU2.jpg	Yes	different angles of Iowa Memorial Union
4980-MF-Outer.jpg	4980-IATL.jpg	Yes	water and bridge
4980-MF-Outer.jpg	4980-River.jpg	Yes	water and bridge
4980-MF-Outer.jpg	4980-Staples.jpg	Yes	water and bridge
4980-MF-Outer.jpg	4980-Bridge.jpg	Yes	water and bridge
4980-River.jpg	4980-IATL.jpg	Yes	water and bridge
4980-River.jpg	4980-Staples.jpg	Yes	water and bridge
4980-River.jpg	4980-Bridge.jpg	Yes	water and bridge
4980-Staples.jpg	4980-IATL.jpg	Yes	water and bridge
4980-library.jpg	4980-eng.jpg	Yes	very dark
4980-Bridge.jpg	4980-Staples.jpg	Yes	night bridge
4980-City4.jpg	4980-City.jpg	Yes	same spot
4980-Downtown3.jpg	4980-City6.jpg	Yes	tree
4980-Westside.jpg	4980-med.jpg	Yes	walkway
