4980-Balcony.jpg	4980-Mall.jpg	Yes	Composition of photos are similar.
4980-Balcony.jpg	4980-IATL.jpg	Yes	Located closely together.
4980-City.jpg	4980-Downtown3.jpg	Yes	Similar aesthetic; similar photo composition
4980-City5.jpg	4980-Downtown3.jpg	Yes	Located closely together; similar time frame
4980-City5.jpg	4980-iowabook.jpg	Yes	Located closely together
4980-IATL.jpg	4980-Westside.jpg	Yes	Located close to each other.
4980-Linquistic.jpg	4980-Seamans.jpg	Yes	Located next to each other.
4980-Park.jpg	4980-MF-Outer.jpg	Yes	Similar landscape; similar location
4980-Park.jpg	4980-River.jpg	Yes	Similar landscape; similar location
4980-Seamans2.jpg	4980-Seamans.jpg	Yes	Located in proximity to each other
4980-Seamans2.jpg	4980-Mall.jpg	Yes	Located in proximity to each other; Right behind
4980-eng.jpg	4980-Seamans.jpg	Yes	Same photo different timing (offset)
4980-eng.jpg	4980-Linquistic.jpg	Yes	Same photo different timing
4980-Biz.jpg	4980-Balcony.jpg	Yes	Close in proximity
4980-Biz.jpg	4980-IMU2.jpg	Yes	Connected to each other; very close to each other.
4980-City2.jpg	4980-City5.jpg	Yes	Similar lighting; location; time
4980-City2.jpg	4980-Downtown3.jpg	Yes	Similar lighting; location; time
4980-City6.jpg	4980-City5.jpg	Yes	Close in composition; color; time; location
4980-Forest.jpg	4980-Park.jpg	Yes	Similar landscape composition; time; location
4980-Forest.jpg	4980-MF-Outer.jpg	Yes	Similar landscape composition; time; location
4980-IMU.jpg	4980-IATL.jpg	Yes	Close to each other.
4980-MF-Outer.jpg	4980-River.jpg	Yes	Close to each other; similar composition and colors
4980-MF-Outer.jpg	4980-Staples.jpg	Yes	Close to each other; similar composition and colors
4980-River.jpg	4980-Staples.jpg	Yes	Large bodies of water; very similar composition
4980-River.jpg	4980-Forest.jpg	Yes	Bodies of water present; similar nature look but differ in colors.
4980-Staples.jpg	4980-Forest.jpg	Yes	Water and nature present at site; Nature look and appeal.
4980-Staples.jpg	4980-Bridge.jpg	Yes	Water and nature present at site; Both taken from a bridge.
4980-library.jpg	4980-eng.jpg	Yes	Both related to library.
4980-Bridge.jpg	4980-River.jpg	Yes	Bridge-shot composition; both depict a river
4980-Bridge.jpg	4980-MF-Outer.jpg	Yes	Bridge-shot composition; both depict a river
4980-City4.jpg	4980-GradHotel.jpg	Yes	Same side on the opposite side of campus
4980-City4.jpg	4980-iowabook.jpg	Yes	Same side on the opposite side of campus
4980-Downtown3.jpg	4980-City6.jpg	Yes	Similar vibe and spatially close to each other.
4980-IMU2.jpg	4980-IATL.jpg	Yes	Located close to each other.
4980-Seamans.jpg	4980-library.jpg	Yes	Similar photo but at different times of the night.
4980-Westside.jpg	4980-Park.jpg	Yes	Similar photo but just with different lightings context and background.
