4980-Balcony.jpg	4980-River.jpg	Yes	Overview 
4980-Balcony.jpg	4980-Seamans.jpg	Yes	Small wall 
4980-Balcony.jpg	4980-eng.jpg	Yes	Nighttime 
4980-Balcony.jpg	4980-Bridge.jpg	Yes	View 
4980-City.jpg	4980-City5.jpg	Yes	Lights 
4980-City.jpg	4980-City2.jpg	Yes	Lights 
4980-City.jpg	4980-Downtown3.jpg	Yes	Lights 
4980-City5.jpg	4980-eng.jpg	Yes	Darkness 
4980-City5.jpg	4980-City2.jpg	Yes	Lights 
4980-City5.jpg	4980-library.jpg	Yes	Darkness
4980-City5.jpg	4980-Downtown3.jpg	Yes	Lights 
4980-Linquistic.jpg	4980-Seamans2.jpg	Yes	Building 
4980-Linquistic.jpg	4980-law.jpg	Yes	Building 
4980-Linquistic.jpg	4980-GradHotel.jpg	Yes	Building 
4980-Park.jpg	4980-IMU2.jpg	Yes	Path
4980-Park.jpg	4980-Westside.jpg	Yes	View
4980-Park.jpg	4980-med.jpg	Yes	Path 
4980-Seamans2.jpg	4980-IATL.jpg	Yes	Half building 
4980-eng.jpg	4980-library.jpg	Yes	Dark
4980-law.jpg	4980-GradHotel.jpg	Yes	Academic building 
4980-Biz.jpg	4980-epp.jpg	Yes	Sign 
4980-City2.jpg	4980-eng.jpg	Yes	Dark
4980-City2.jpg	4980-Downtown3.jpg	Yes	Lights 
4980-City6.jpg	4980-City5.jpg	Yes	City view 
4980-City6.jpg	4980-City2.jpg	Yes	Night 
4980-City6.jpg	4980-Downtown3.jpg	Yes	Night 
4980-Forest.jpg	4980-Staples.jpg	Yes	Water 
4980-Forest.jpg	4980-Westside.jpg	Yes	Otherwise 
4980-IMU.jpg	4980-City.jpg	Yes	Cars 
4980-IMU.jpg	4980-City6.jpg	Yes	Time 
4980-MF-Outer.jpg	4980-River.jpg	Yes	Fence 
4980-MF-Outer.jpg	4980-Staples.jpg	Yes	Fence 
4980-River.jpg	4980-Staples.jpg	Yes	Fence 
4980-River.jpg	4980-Bridge.jpg	Yes	Fence 
4980-Staples.jpg	4980-Bridge.jpg	Yes	Fence 
4980-epp.jpg	4980-Forest.jpg	Yes	Trees 
4980-epp.jpg	4980-GradHotel.jpg	Yes	Weather 
4980-epp.jpg	4980-IMU2.jpg	Yes	Autumn 
4980-library.jpg	4980-City2.jpg	Yes	Dark
4980-Bridge.jpg	4980-City6.jpg	Yes	Night 
4980-Bridge.jpg	4980-MF-Outer.jpg	Yes	Water 
4980-Bridge.jpg	4980-library.jpg	Yes	Night 
4980-City4.jpg	4980-GradHotel.jpg	Yes	City 
4980-GradHotel.jpg	4980-iowabook.jpg	Yes	Street 
4980-Mall.jpg	4980-eng.jpg	Yes	Indoors 
4980-Seamans.jpg	4980-Linquistic.jpg	Yes	Grass 
